asset,transaction_cost,risk_lambda,All_History_MAE_bp,Lowest_MAE_Memory_Rule,Median_Abs_DeltaV_bp,Median_SE_bp,Point_Selection_Accuracy
IWM,0.0005,0.5,4.7720058220721135,all_history,0.3552002842215626,2.0910145316532196,0.49242424242424243
QQQ,0.0005,0.5,5.950247469764044,all_history,0.28514718430631897,3.002333447191025,0.5059701492537313
SPY,0.0005,0.5,4.7918889550241754,all_history,0.2545821908529358,2.3340661146150383,0.5104477611940299
