asset,all_history_mae_bp,best_short_mae_bp,all_short_windows_worse_than_all,recent80_mae_change_pct,relog80_mae_change_pct,relog80_ess_change_pct,median_gap_bp,median_se_bp,gap_to_se
IWM,4.6027946502048325,9.487869686405924,True,-0.9049885269438729,-1.019248042682086,3.3290165628962587,0.34628237933667566,1.8627948268585168,0.18589399881502705
QQQ,6.579803828395305,9.135679422268463,True,-2.3783725404042277,-1.8588691914529387,3.8404431036474618,0.3093689638648601,3.4186958447342595,0.09049326933876677
SPY,4.262396137083984,6.908248110211348,True,-0.08666162941463051,-0.7090598623204603,3.519661480960279,0.25769433059049884,1.874478945379467,0.13747518008975637
